median_household_income,median_monthly_rent,state_id,puma
39044,573,1,00100
58989,857,1,00301
39169,601,1,01100
65728,1031,1,01200
26164,634,1,01301
30838,716,1,01302
35648,717,1,01600
34911,555,1,01800
45043,816,1,01900
38928,579,1,02300
44753,832,1,02702
50631,846,1,02703
66453,1470,6,00101
34253,1154,6,00104
67883,1399,6,00105
61626,1395,6,00106
44228,995,6,00701
38943,853,6,00702
41654,829,6,01100
44521,1132,6,01301
68316,1571,6,01302
35232,820,6,01901
40682,909,6,02300
63813,1450,6,03718
28647,949,6,03744
26809,977,6,03745
23854,985,6,03746
73970,1831,6,03748
42250,911,6,04702
56220,1227,6,07302
73017,1541,6,07310
68709,1669,6,07312
60846,1477,6,07315
50540,1191,6,07316
67819,1642,6,08702
42444,641,8,00100
85889,1429,8,00801
68992,1260,8,00802
60158,1283,8,00803
80411,1457,8,00804
62442,1217,8,00805
81909,1684,9,00100
128591,2602,9,00101
37571,1158,9,00104
86530,1830,9,00105
49857,1128,9,00301
76045,1473,9,00906
66945,1252,9,01100
66287,1183,9,01101
40459,983,10,00101
72577,1389,10,00104
115388,1970,11,00101
32779,913,11,00104
82594,1791,11,00105
29522,860,12,00101
75598,1649,12,01101
39322,633,12,01701
54827,1098,12,01900
62906,1224,12,02101
35412,625,12,02300
40841,875,12,03107
42105,943,12,05705
52770,1400,12,08614
84688,1758,12,08616
31830,509,12,12100
48878,834,13,00100
36628,899,13,00401
27905,580,13,01100
31903,541,13,01200
41400,674,13,01600
34511,623,13,01800
36880,760,13,01900
47831,1107,13,02001
43134,843,13,02300
46187,845,13,02900
47792,725,17,00104
50320,754,17,00105
48163,680,17,00401
46450,758,17,01701
61339,786,17,01900
51703,909,17,02300
89087,1706,17,03107
34461,762,18,00101
68509,1113,18,00104
34447,675,18,00401
47270,696,18,01100
42507,813,18,01200
44370,647,18,01600
75485,1151,18,01801
79704,1229,18,01803
42933,724,18,01900
48504,876,18,02302
49775,757,18,02900
50624,606,19,00100
52105,924,19,01100
53624,703,19,01200
72254,1105,19,01600
44492,575,19,01800
44884,550,19,01900
40730,633,19,02300
34924,651,22,00100
46737,806,22,00101
41451,480,22,01100
38830,701,22,01200
66315,862,22,01600
33881,623,22,01800
53827,824,22,01900
46790,976,22,02201
47112,903,22,02300
37496,853,22,02302
22350,809,22,02401
47811,987,22,02402
38537,674,24,00100
92932,1671,24,00301
62289,1335,24,00502
59064,1231,24,00504
62755,1247,24,00505
47050,913,24,00506
35885,879,24,00801
40439,945,24,00802
44058,1038,24,00803
36727,979,24,00804
38924,890,24,00805
55447,1258,24,01101
70634,1323,24,01202
90880,1756,24,01600
46509,892,25,00100
53266,1027,25,00301
45271,1022,25,00502
71535,1308,25,00504
97242,1627,25,00505
76264,1605,25,00506
49576,1137,25,00701
95685,1776,25,00702
71059,1364,25,00703
61930,1066,25,01600
31356,906,25,01900
55368,964,25,01901
38732,592,26,00100
52992,830,26,00801
55845,916,26,00802
42449,719,26,01100
36234,642,26,01200
40378,659,26,01600
51212,883,26,01701
51634,946,26,01801
56067,893,26,01900
49228,854,26,02101
43521,775,26,02300
51103,1136,26,02702
47663,975,26,02703
51128,710,27,00100
76625,1363,27,01101
85093,1348,27,01202
69746,1042,27,01301
54111,952,27,01302
53003,1042,27,01404
45343,975,27,01406
56071,1052,27,01407
88472,1481,27,01600
72467,1275,27,01800
50490,760,27,01900
58300,937,27,02300
38479,559,29,00100
53270,961,29,01100
36035,572,29,01200
42214,691,29,01600
74902,1305,29,01701
38213,928,29,01801
34476,790,29,01803
24487,748,29,01901
55530,924,29,02001
31830,504,29,02300
50504,944,33,00100
45635,1176,34,00101
71150,1628,34,00301
76082,1492,34,00502
53878,1378,34,00701
69372,1463,34,00702
55448,1280,34,00703
61251,1399,34,00906
73347,1647,34,01101
54039,1222,34,01202
33548,1019,34,01301
28014,966,34,01302
115248,2288,34,01404
86625,1777,34,01600
39937,1095,34,01800
60937,1638,34,01901
73663,1396,34,02001
35876,938,34,02101
65379,1392,34,02201
104328,1971,34,02302
42010,701,36,00100
48843,714,36,00401
28807,713,36,00701
62567,942,36,00702
61459,946,36,00703
72166,1138,36,00906
40520,728,36,01101
65881,1020,36,01202
43685,760,36,01600
69285,1170,36,01801
60653,999,36,01900
44029,853,36,02001
41739,728,36,02201
49930,1072,36,02300
50264,721,36,02401
44491,661,36,02402
59301,1166,36,02702
66514,1370,36,02802
64739,1533,36,03107
94142,2222,36,03311
36263,1077,36,03801
49846,1398,36,04109
50868,1251,36,04110
50722,1345,36,04112
34044,644,37,00100
47108,875,37,01100
57100,976,37,01202
53133,987,37,01301
48458,925,37,01302
39788,765,37,01600
41066,824,37,01701
36154,737,37,01801
54669,881,37,01803
43465,632,37,01900
44516,858,37,02201
38937,643,37,02300
50274,856,37,02900
58754,1089,37,03107
42369,681,39,00100
36523,689,39,00801
65098,1050,39,00802
22257,661,39,00906
56937,910,39,01100
71863,1180,39,01200
36399,623,39,01600
77131,1230,39,01801
33267,684,39,01803
65078,986,39,01900
42378,641,39,02300
41618,591,39,02900
53583,964,39,04109
34493,786,39,04110
29467,679,39,04603
52123,920,39,04604
35518,665,42,00101
37361,682,42,00701
49883,817,42,00702
46907,746,42,00801
35467,719,42,00802
43522,682,42,00803
42687,667,42,01100
50809,966,42,01200
57185,845,42,01600
36115,779,42,01701
59894,904,42,01801
58422,855,42,01803
42800,611,42,01900
53449,744,42,02001
61259,1038,42,02302
50720,923,42,02401
55956,904,42,02402
35026,802,42,02702
63624,1098,42,02703
61961,1115,42,02802
36158,921,42,02803
38729,637,45,00101
45692,825,45,00104
47365,756,45,00105
34291,679,45,00301
45993,910,45,00502
55713,956,45,00603
39568,742,45,01101
50852,1081,45,01202
36398,616,45,01600
35973,624,47,00100
39852,602,47,01100
33391,494,47,01200
41685,602,47,01800
37718,629,47,01900
32112,740,47,02001
56485,982,47,02300
55327,1010,47,02401
51860,951,47,02402
34043,545,47,02900
46086,582,48,00100
53356,904,48,00502
37106,595,48,01100
41506,629,48,01200
42153,728,48,01600
39513,613,48,01800
65927,1082,48,01901
65054,1117,48,02001
57097,967,48,02101
43594,873,48,02302
44651,667,48,02900
27485,679,48,03801
48279,1028,48,04603
85649,1440,48,04604
80338,1297,48,04702
57897,1256,48,05306
37046,776,49,49003
121424,2057,51,01301
88211,1723,51,01302
40854,683,55,00100
39420,916,55,00101
48716,744,55,01301
52419,798,55,01600
